URLs,Price,#Ratings
https://www.amazon.co.uk/Betron-Earphones-Headphones-Microphone-Ergonomic-Black/product-reviews/B01MA1MJ6H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,12,"18,924 ratings"
https://www.amazon.co.uk/Earphones-Headphones-Isolating-Microphone-Compatible-White-black/product-reviews/B0BFXM39DD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,6,12 ratings
https://www.amazon.co.uk/Headphones-Earphones-Earbuds-Microphone-Control/product-reviews/B0B2DTNYRJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,822 ratings
https://www.amazon.co.uk/Betron-Earphones-Headphones-Balanced-Isolating-Gold/product-reviews/B074P5YG9M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,8,"6,526 ratings"
https://www.amazon.co.uk/NEXUS-Headphones-Earphones-Microphone-Isolating/product-reviews/B09WV6NV31/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,"1,542 ratings"
https://www.amazon.co.uk/King-Microphone-Cancellation-Headphones-Compatible-White/product-reviews/B0BV792BWB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4,
https://www.amazon.co.uk/Philips-SHQ1200-10-Sweatproof-Headphones-Black-Red/product-reviews/B008ZW2X0U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,"5,150 ratings"
https://www.amazon.co.uk/Wireless-Headphones-Playtime-Bluetooth-Cellphone-Type1-Red/product-reviews/B08FMMC1F8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,589 ratings
https://www.amazon.co.uk/Headphones-X08-Bluetooth-Microphone-Waterproof-Rose-Gold/product-reviews/B09MLYQDMS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,"4,944 ratings"
https://www.amazon.co.uk/Sony-MDR-XB510AS-Extrabass-Splashproof-Headphones-Blue/product-reviews/B01N0XC30Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,23,"1,487 ratings"
https://www.amazon.co.uk/ZS10Pro-Headphone-Earphone-Guitarist-Microphone-Matte-Black/product-reviews/B09G6S6BSK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,45,"2,248 ratings"
https://www.amazon.co.uk/Sony-MDR-ZX110-Stereo-Headphone-Black/product-reviews/B00NJ2M33I/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,14,"57,733 ratings"
https://www.amazon.co.uk/Remax-S2-Black-4-1-Wireless-Headphones/product-reviews/B0150GEZA4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,71 ratings
https://www.amazon.co.uk/PowerLocus-Bluetooth-Headphones-Headphone-Microphone-Black/product-reviews/B07RTWLVC6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,22,"1,807 ratings"
https://www.amazon.co.uk/gorsun-A66-Headphones-Foldable-Adjustable-pink/product-reviews/B09B3HYT71/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,12,"2,331 ratings"
https://www.amazon.co.uk/Headphones-Bluetooth-Headband-Wireless-Breathable/product-reviews/B09FLJ6R1W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,21 ratings
https://www.amazon.co.uk/Headphones-Tribit-Microphone-Starlet-01-Pink/product-reviews/B09LV7LGF4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,13,"1,044 ratings"
https://www.amazon.co.uk/HyperX-HX-HSCSCX-BK-CloudX-Stinger-Headset/product-reviews/B07KYC1VL7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,32,"16,358 ratings"
https://www.amazon.co.uk/OTL-Patrol-Chase-Childrens-Headphones-blue/product-reviews/B08GS9Z1BN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,14,186 ratings
https://www.amazon.co.uk/Panasonic-RP-HV094E-K-Earphones-Neodymium-Magnet-Black/product-reviews/B001EXK2DW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4,"1,542 ratings"
https://www.amazon.co.uk/Wireless-Bluetooth-Headphones-Earphones-Playtime-Panda/product-reviews/B098X7WYGT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,29,"2,024 ratings"
https://www.amazon.co.uk/PALOVUE-Headphones-Earphones-Cancelling-SportSound-Blue/product-reviews/B09GK6H5P2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,27,"4,023 ratings"
https://www.amazon.co.uk/Bluetooth-Earphones-Waterproof-Headphones-Cancelling-Black/product-reviews/B09W9GNJKM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,264 ratings
https://www.amazon.co.uk/Wireless-Bluetooth-Headphones-Waterproof-Earphones-BLACK/product-reviews/B09N7R5P99/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,"3,163 ratings"
https://www.amazon.co.uk/DOQAUS-Bluetooth-Headphones-Wireless-Microphone-Black/product-reviews/B0BG74GRYT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,21,451 ratings
https://www.amazon.co.uk/Sony-WF-C500-Wireless-Headphones-Built-White/product-reviews/B09FKFY395/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,59,"8,688 ratings"
https://www.amazon.co.uk/Cancelling-Microphone-Headphones-Exercise-Audio-Conference-Black/product-reviews/B09KJ79R8D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,36 ratings
https://www.amazon.co.uk/NOVA-Earbuds-Headphones-Microphone-WARRANTY/product-reviews/B09NNNZPP3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,14,"2,570 ratings"
https://www.amazon.co.uk/UrbanX-Stereo-Headphones-Samsung-Braided-Black/product-reviews/B0912CBPXR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,11,200 ratings
https://www.amazon.co.uk/OpenMove-Bluetooth-Headphones-Conduction-Waterproof-Grey/product-reviews/B09BW29FJS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,79,"6,407 ratings"
https://www.amazon.co.uk/Stealth-Shadow-Premium-Performance-Headset/product-reviews/B08LF3XX8M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,10,170 ratings
